"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"223","Inga cinnamomea","1","186169","Inga cinnamomea","1","species","","","","Spruce ex Benth.","Fabaceae","Inga","Inga","1","cinnamomea","cinnamomea","1","","","","","","","","","","","","http://www.tropicos.org/Name/13006190","","Y","Accepted","Inga cinnamomea","Inga cinnamomea","Spruce ex Benth.","186169","species","http://www.tropicos.org/Name/13006190","","Fabaceae","1","1","tropicos","",true,244
"224","Inga coruscans","1","186184","Inga coruscans","1","species","","","","Humb. & Bonpl. ex Willd.","Fabaceae","Inga","Inga","1","coruscans","coruscans","1","","","","","","","","","","","","http://www.tropicos.org/Name/13006205","","Y","Accepted","Inga coruscans","Inga coruscans","Humb. & Bonpl. ex Willd.","186184","species","http://www.tropicos.org/Name/13006205","","Fabaceae","1","1","tropicos","",true,245
"225","Inga densiflora","1","186195","Inga densiflora","1","species","","","","Benth.","Fabaceae","Inga","Inga","1","densiflora","densiflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/13006216","","Y","Accepted","Inga densiflora","Inga densiflora","Benth.","186195","species","http://www.tropicos.org/Name/13006216","","Fabaceae","1","1","tropicos","",true,246
"226","Inga fendleriana","1","186233","Inga fendleriana","1","species","","","","Benth.","Fabaceae","Inga","Inga","1","fendleriana","fendleriana","1","","","","","","","","","","","","http://www.tropicos.org/Name/13006254","","Y","Accepted","Inga fendleriana","Inga fendleriana","Benth.","186233","species","http://www.tropicos.org/Name/13006254","","Fabaceae","1","1","tropicos","",true,247
"227","Inga glomeriflora","1","186241","Inga glomeriflora","1","species","","","","Ducke","Fabaceae","Inga","Inga","1","glomeriflora","glomeriflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/13006264","","Y","Accepted","Inga glomeriflora","Inga glomeriflora","Ducke","186241","species","http://www.tropicos.org/Name/13006264","","Fabaceae","1","1","tropicos","",true,248
"228","Inga leiocalycina","1","188484","Inga leiocalycina","1","species","","","","Benth.","Fabaceae","Inga","Inga","1","leiocalycina","leiocalycina","1","","","","","","","","","","","","http://www.tropicos.org/Name/13008789","","Y","Accepted","Inga leiocalycina","Inga leiocalycina","Benth.","188484","species","http://www.tropicos.org/Name/13008789","","Fabaceae","1","1","tropicos","",true,249
"229","Inga multicaulis","1","188536","Inga multicaulis","1","species","","","","Spruce ex Benth.","Fabaceae","Inga","Inga","1","multicaulis","multicaulis","1","","","","","","","","","","","","http://www.tropicos.org/Name/13008843","","Y","Accepted","Inga multicaulis","Inga multicaulis","Spruce ex Benth.","188536","species","http://www.tropicos.org/Name/13008843","","Fabaceae","1","1","tropicos","",true,250
"230","Inga nobilis subsp. quaternata","1","759819","Inga nobilis subsp. quaternata","1","subspecies","","","","(Poepp.) T.D. Penn.","Fabaceae","Inga","Inga","1","nobilis","nobilis","1","","","","subsp.","quaternata","1","","","","","","http://www.tropicos.org/Name/50077026","","Y","Accepted","Inga nobilis subsp. quaternata","Inga nobilis","(Poepp.) T.D. Penn.","759819","subspecies","http://www.tropicos.org/Name/50077026","","Fabaceae","1","1","tropicos","",true,251
"231","Inga pruriens","1","188596","Inga pruriens","1","species","","","","Poepp.","Fabaceae","Inga","Inga","1","pruriens","pruriens","1","","","","","","","","","","","","http://www.tropicos.org/Name/13008903","","Y","Accepted","Inga pruriens","Inga pruriens","Poepp.","188596","species","http://www.tropicos.org/Name/13008903","","Fabaceae","1","1","tropicos","",true,252
"232","Inga punctata","1","188604","Inga punctata","1","species","","","","Willd.","Fabaceae","Inga","Inga","1","punctata","punctata","1","","","","","","","","","","","","http://www.tropicos.org/Name/13008911","","Y","Accepted","Inga punctata","Inga punctata","Willd.","188604","species","http://www.tropicos.org/Name/13008911","","Fabaceae","1","1","tropicos","",true,253
"233","Inga spectabilis","1","200572","Inga spectabilis","1","species","","","","(Vahl) Willd.","Fabaceae","Inga","Inga","1","spectabilis","spectabilis","1","","","","","","","","","","","","http://www.tropicos.org/Name/13021384","","Y","Accepted","Inga spectabilis","Inga spectabilis","(Vahl) Willd.","200572","species","http://www.tropicos.org/Name/13021384","","Fabaceae","1","1","tropicos","",true,254
"234","Iochroma calycinum","1","510775","Iochroma calycinum","1","species","","","","Benth.","Solanaceae","Iochroma","Iochroma","1","calycinum","calycinum","1","","","","","","","","","","","","http://www.tropicos.org/Name/29600745","","Y","Accepted","Iochroma calycinum","Iochroma calycinum","Benth.","510775","species","http://www.tropicos.org/Name/29600745","","Solanaceae","1","1","tropicos","",true,255
"235","Iriartea deltoidea","1","37326","Iriartea deltoidea","1","species","","","","Ruiz & Pav.","Arecaceae","Iriartea","Iriartea","1","deltoidea","deltoidea","1","","","","","","","","","","","","http://www.tropicos.org/Name/2400562","","Y","Accepted","Iriartea deltoidea","Iriartea deltoidea","Ruiz & Pav.","37326","species","http://www.tropicos.org/Name/2400562","","Arecaceae","1","1","tropicos","",true,256
"236","Jacaratia chocoensis","1","754974","Jacaratia chocoensis","1","species","","","","A.H. Gentry & Forero","Caricaceae","Jacaratia","Jacaratia","1","chocoensis","chocoensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/50072009","","Y","Accepted","Jacaratia chocoensis","Jacaratia chocoensis","A.H. Gentry & Forero","754974","species","http://www.tropicos.org/Name/50072009","","Caricaceae","1","1","tropicos","",true,257
"237","Juglans neotropica","1","268807","Juglans neotropica","1","species","","","","Diels","Juglandaceae","Juglans","Juglans","1","neotropica","neotropica","1","","","","","","","","","","","","http://www.tropicos.org/Name/16700014","","Y","Accepted","Juglans neotropica","Juglans neotropica","Diels","268807","species","http://www.tropicos.org/Name/16700014","","Juglandaceae","1","1","tropicos","",true,258
"238","Licania durifolia","1","138106","Licania durifolia","1","species","","","","Cuatrec.","Chrysobalanaceae","Licania","Licania","1","durifolia","durifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/7400641","","Y","Accepted","Licania durifolia","Licania durifolia","Cuatrec.","138106","species","http://www.tropicos.org/Name/7400641","","Chrysobalanaceae","1","1","tropicos","",true,259
"239","Licania megalophylla","1","138197","Licania megalophylla","1","species","","","","Prance","Chrysobalanaceae","Licania","Licania","1","megalophylla","megalophylla","1","","","","","","","","","","","","http://www.tropicos.org/Name/7400734","","Y","Synonym","Moquilea megalophylla","Moquilea megalophylla","(Prance) Sothers & Prance","1318729","species","http://www.tropicos.org/Name/100473474","","Chrysobalanaceae","1","1","tropicos","",true,260
"240","Licaria applanata","1","284151","Licaria applanata","1","species","","","","van der Werff","Lauraceae","Licaria","Licaria","1","applanata","applanata","1","","","","","","","","","","","","http://www.tropicos.org/Name/17806202","","Y","Accepted","Licaria applanata","Licaria applanata","van der Werff","284151","species","http://www.tropicos.org/Name/17806202","","Lauraceae","1","1","tropicos","",true,261
"241","Lozanella enantiophylla","1","524888","Lozanella enantiophylla","1","species","","","","(Donn. Sm.) Killip & C.V. Morton","Cannabaceae","Lozanella","Lozanella","1","enantiophylla","enantiophylla","1","","","","","","","","","","","","http://www.tropicos.org/Name/33300102","","Y","Accepted","Lozanella enantiophylla","Lozanella enantiophylla","(Donn. Sm.) Killip & C.V. Morton","524888","species","http://www.tropicos.org/Name/33300102","","Cannabaceae","1","1","tropicos","",true,262
"242","Lozania mutisiana","1","270137","Lozania mutisiana","1","species","","","","Schult.","Lacistemataceae","Lozania","Lozania","1","mutisiana","mutisiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/17400017","","Y","Accepted","Lozania mutisiana","Lozania mutisiana","Schult.","270137","species","http://www.tropicos.org/Name/17400017","","Lacistemataceae","1","1","tropicos","",true,263
"243","Magnolia mashpi","1","1300378","Magnolia mashpi","1","species","","","","Ã.J. PÃ©rez, F. Arroyo & A. VÃ¡zquez","Magnoliaceae","Magnolia","Magnolia","1","mashpi","mashpi","1","","","","","","","","","","","","http://www.tropicos.org/Name/100448882","","Y","Accepted","Magnolia mashpi","Magnolia mashpi","Ã.J. PÃ©rez, F. Arroyo & A. VÃ¡zquez","1300378","species","http://www.tropicos.org/Name/100448882","","Magnoliaceae","1","1","tropicos","",true,265
"244","Matisia castano","1","99010","Matisia castano","1","species","","","","H. Karst. & Triana","Malvaceae","Matisia","Matisia","1","castano","castano","1","","","","","","","","","","","","http://www.tropicos.org/Name/3900084","","Y","Accepted","Matisia castano","Matisia castano","H. Karst. & Triana","99010","species","http://www.tropicos.org/Name/3900084","","Malvaceae","1","1","tropicos","",true,266
"245","Matisia giacomettoi","1","866292","Matisia giacomettoi","1","species","","","","Romero","Malvaceae","Matisia","Matisia","1","giacomettoi","giacomettoi","1","","","","","","","","","","","","http://www.tropicos.org/Name/50186778","","Y","Accepted","Matisia giacomettoi","Matisia giacomettoi","Romero","866292","species","http://www.tropicos.org/Name/50186778","","Malvaceae","1","1","tropicos","",true,267
"246","Matisia grandifolia","1","99014","Matisia grandifolia","1","species","","","","Little","Malvaceae","Matisia","Matisia","1","grandifolia","grandifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/3900088","","Y","Accepted","Matisia grandifolia","Matisia grandifolia","Little","99014","species","http://www.tropicos.org/Name/3900088","","Malvaceae","1","1","tropicos","",true,268
"247","Maytenus macrocarpa","1","133910","Maytenus macrocarpa","1","species","","","","(Ruiz & Pav.) Briq.","Celastraceae","Maytenus","Maytenus","1","macrocarpa","macrocarpa","1","","","","","","","","","","","","http://www.tropicos.org/Name/6600318","","Y","Synonym","Monteverdia macrocarpa","Monteverdia macrocarpa","(Ruiz & Pav.) Biral","1316773","species","http://www.tropicos.org/Name/100471460","","Celastraceae","1","1","tropicos","",true,269
"248","Meliosma arenosa","1","493585","Meliosma arenosa","1","species","","","","Idrobo & Cuatrec.","Sabiaceae","Meliosma","Meliosma","1","arenosa","arenosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/28200071","","Y","Accepted","Meliosma arenosa","Meliosma arenosa","Idrobo & Cuatrec.","493585","species","http://www.tropicos.org/Name/28200071","","Sabiaceae","1","1","tropicos","",true,270
"249","Meliosma occidentalis","1","493549","Meliosma occidentalis","1","species","","","","Cuatrec.","Sabiaceae","Meliosma","Meliosma","1","occidentalis","occidentalis","1","","","","","","","","","","","","http://www.tropicos.org/Name/28200034","","Y","Accepted","Meliosma occidentalis","Meliosma occidentalis","Cuatrec.","493549","species","http://www.tropicos.org/Name/28200034","","Sabiaceae","1","1","tropicos","",true,271
"250","Meliosma echeverryana","1","812984","Meliosma echeverryana","1","species","","","","Cuatrec.","Sabiaceae","Meliosma","Meliosma","1","echeverryana","echeverryana","1","","","","","","","","","","","","http://www.tropicos.org/Name/50131555","","Y","Accepted","Meliosma echeverryana","Meliosma echeverryana","Cuatrec.","812984","species","http://www.tropicos.org/Name/50131555","","Sabiaceae","1","1","tropicos","",true,272
"251","Meliosma frondosa","1","493545","Meliosma frondosa","1","species","","","","Cuatrec. & Idrobo","Sabiaceae","Meliosma","Meliosma","1","frondosa","frondosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/28200030","","Y","Accepted","Meliosma frondosa","Meliosma frondosa","Cuatrec. & Idrobo","493545","species","http://www.tropicos.org/Name/28200030","","Sabiaceae","1","1","tropicos","",true,273
"252","Meliosma peytonii","1","493536","Meliosma peytonii","1","species","","","","A.H. Gentry","Sabiaceae","Meliosma","Meliosma","1","peytonii","peytonii","1","","","","","","","","","","","","http://www.tropicos.org/Name/28200021","","Y","Accepted","Meliosma peytonii","Meliosma peytonii","A.H. Gentry","493536","species","http://www.tropicos.org/Name/28200021","","Sabiaceae","1","1","tropicos","",true,274
"253","Meliosma vasquezii","1","493538","Meliosma vasquezii","1","species","","","","A.H. Gentry","Sabiaceae","Meliosma","Meliosma","1","vasquezii","vasquezii","1","","","","","","","","","","","","http://www.tropicos.org/Name/28200023","","Y","Accepted","Meliosma vasquezii","Meliosma vasquezii","A.H. Gentry","493538","species","http://www.tropicos.org/Name/28200023","","Sabiaceae","1","1","tropicos","",true,275
"254","Meliosma violacea","1","493584","Meliosma violacea","1","species","","","","Cuatrec. & Idrobo","Sabiaceae","Meliosma","Meliosma","1","violacea","violacea","1","","","","","","","","","","","","http://www.tropicos.org/Name/28200070","","Y","Accepted","Meliosma violacea","Meliosma violacea","Cuatrec. & Idrobo","493584","species","http://www.tropicos.org/Name/28200070","","Sabiaceae","1","1","tropicos","",true,276
"255","Meriania maxima","1","308722","Meriania maxima","1","species","","","","Markgr.","Melastomataceae","Meriania","Meriania","1","maxima","maxima","1","","","","","","","","","","","","http://www.tropicos.org/Name/20303983","","Y","Accepted","Meriania maxima","Meriania maxima","Markgr.","308722","species","http://www.tropicos.org/Name/20303983","","Melastomataceae","1","1","tropicos","",true,277
"256","Meriania pichinchensis","1","308825","Meriania pichinchensis","1","species","","","","Wurdack","Melastomataceae","Meriania","Meriania","1","pichinchensis","pichinchensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/20304088","","Y","Accepted","Meriania pichinchensis","Meriania pichinchensis","Wurdack","308825","species","http://www.tropicos.org/Name/20304088","","Melastomataceae","1","1","tropicos","",true,278
"257","Meriania tomentosa","1","308326","Meriania tomentosa","1","species","","","","(Cogn.) Wurdack","Melastomataceae","Meriania","Meriania","1","tomentosa","tomentosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/20303581","","Y","Accepted","Meriania tomentosa","Meriania tomentosa","(Cogn.) Wurdack","308326","species","http://www.tropicos.org/Name/20303581","","Melastomataceae","1","1","tropicos","",true,279
"258","Miconia brevitheca","1","308808","Miconia brevitheca","1","species","","","","Gleason","Melastomataceae","Miconia","Miconia","1","brevitheca","brevitheca","1","","","","","","","","","","","","http://www.tropicos.org/Name/20304071","","Y","Accepted","Miconia brevitheca","Miconia brevitheca","Gleason","308808","species","http://www.tropicos.org/Name/20304071","","Melastomataceae","1","1","tropicos","",true,280
"259","Miconia brachycalyx","1","305798","Miconia brachycalyx","1","species","","","","Triana","Melastomataceae","Miconia","Miconia","1","brachycalyx","brachycalyx","1","","","","","","","","","","","","http://www.tropicos.org/Name/20300970","","Y","Accepted","Miconia brachycalyx","Miconia brachycalyx","Triana","305798","species","http://www.tropicos.org/Name/20300970","","Melastomataceae","1","1","tropicos","",true,281
"260","Miconia bracteolata","1","305800","Miconia bracteolata","1","species","","","","(Bonpl.) DC.","Melastomataceae","Miconia","Miconia","1","bracteolata","bracteolata","1","","","","","","","","","","","","http://www.tropicos.org/Name/20300972","","Y","Accepted","Miconia bracteolata","Miconia bracteolata","(Bonpl.) DC.","305800","species","http://www.tropicos.org/Name/20300972","","Melastomataceae","1","1","tropicos","",true,282
"261","Miconia clathrantha","1","305837","Miconia clathrantha","1","species","","","","Triana ex Cogn.","Melastomataceae","Miconia","Miconia","1","clathrantha","clathrantha","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301014","","Y","Accepted","Miconia clathrantha","Miconia clathrantha","Triana ex Cogn.","305837","species","http://www.tropicos.org/Name/20301014","","Melastomataceae","1","1","tropicos","",true,283
"262","Miconia gracilis","1","305903","Miconia gracilis","1","species","","","","Triana","Melastomataceae","Miconia","Miconia","1","gracilis","gracilis","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301085","","Y","Accepted","Miconia gracilis","Miconia gracilis","Triana","305903","species","http://www.tropicos.org/Name/20301085","","Melastomataceae","1","1","tropicos","",true,284
"263","Miconia papillosa","1","306037","Miconia papillosa","1","species","","","","(Desr.) Naudin","Melastomataceae","Miconia","Miconia","1","papillosa","papillosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301221","","Y","Accepted","Miconia papillosa","Miconia papillosa","(Desr.) Naudin","306037","species","http://www.tropicos.org/Name/20301221","","Melastomataceae","1","1","tropicos","",true,285
"264","Miconia punctata","1","306079","Miconia punctata","1","species","","","","(Desr.) D. Don ex DC.","Melastomataceae","Miconia","Miconia","1","punctata","punctata","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301265","","Y","Accepted","Miconia punctata","Miconia punctata","(Desr.) D. Don ex DC.","306079","species","http://www.tropicos.org/Name/20301265","","Melastomataceae","1","1","tropicos","",true,286
"265","Miconia theaezans","1","1242351","Miconia theaezans","1","species","","","","(Bonpl.) Cogn.","Melastomataceae","Miconia","Miconia","1","theaezans","theaezans","1","","","","","","","","","","","","http://www.tropicos.org/Name/100369345","","Y","Accepted","Miconia theaezans","Miconia theaezans","(Bonpl.) Cogn.","1242351","species","http://www.tropicos.org/Name/100369345","","Melastomataceae","1","1","tropicos","",true,288
"266","Miconia corymbiformis","1","307138","Miconia corymbiformis","1","species","","","","Cogn.","Melastomataceae","Miconia","Miconia","1","corymbiformis","corymbiformis","1","","","","","","","","","","","","http://www.tropicos.org/Name/20302372","","Y","Accepted","Miconia corymbiformis","Miconia corymbiformis","Cogn.","307138","species","http://www.tropicos.org/Name/20302372","","Melastomataceae","1","1","tropicos","",true,289
"267","Miconia dapsiliflora","1","308809","Miconia dapsiliflora","1","species","","","","Wurdack","Melastomataceae","Miconia","Miconia","1","dapsiliflora","dapsiliflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/20304072","","Y","Accepted","Miconia dapsiliflora","Miconia dapsiliflora","Wurdack","308809","species","http://www.tropicos.org/Name/20304072","","Melastomataceae","1","1","tropicos","",true,290
"268","Miconia explicita","1","308962","Miconia explicita","1","species","","","","Wurdack","Melastomataceae","Miconia","Miconia","1","explicita","explicita","1","","","","","","","","","","","","http://www.tropicos.org/Name/20304227","","Y","Accepted","Miconia explicita","Miconia explicita","Wurdack","308962","species","http://www.tropicos.org/Name/20304227","","Melastomataceae","1","1","tropicos","",true,291
"269","Miconia goniostigma","1","305901","Miconia goniostigma","1","species","","","","Triana","Melastomataceae","Miconia","Miconia","1","goniostigma","goniostigma","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301083","","Y","Accepted","Miconia goniostigma","Miconia goniostigma","Triana","305901","species","http://www.tropicos.org/Name/20301083","","Melastomataceae","1","1","tropicos","",true,292
"270","Miconia latifolia","1","305953","Miconia latifolia","1","species","","","","(D. Don) Naudin","Melastomataceae","Miconia","Miconia","1","latifolia","latifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301135","","Y","Accepted","Miconia latifolia","Miconia latifolia","(D. Don) Naudin","305953","species","http://www.tropicos.org/Name/20301135","","Melastomataceae","1","1","tropicos","",true,293
"271","Miconia ochracea","1","306028","Miconia ochracea","1","species","","","","Triana","Melastomataceae","Miconia","Miconia","1","ochracea","ochracea","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301212","","Y","Accepted","Miconia ochracea","Miconia ochracea","Triana","306028","species","http://www.tropicos.org/Name/20301212","","Melastomataceae","1","1","tropicos","",true,294
"272","Miconia rivetii","1","306097","Miconia rivetii","1","species","","","","Danguy & Cherm.","Melastomataceae","Miconia","Miconia","1","rivetii","rivetii","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301284","","Y","Accepted","Miconia rivetii","Miconia rivetii","Danguy & Cherm.","306097","species","http://www.tropicos.org/Name/20301284","","Melastomataceae","1","1","tropicos","",true,295
"273","Monnina obovata","1","429422","Monnina obovata","1","species","","","","Chodat","Polygalaceae","Monnina","Monnina","1","obovata","obovata","1","","","","","","","","","","","","http://www.tropicos.org/Name/25900165","","Y","Accepted","Monnina obovata","Monnina obovata","Chodat","429422","species","http://www.tropicos.org/Name/25900165","","Polygalaceae","1","1","tropicos","",true,296
"274","Monnina pseudopilosa","1","430357","Monnina pseudopilosa","1","species","","","","Ferreyra","Polygalaceae","Monnina","Monnina","1","pseudopilosa","pseudopilosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/25901133","","Y","Accepted","Monnina pseudopilosa","Monnina pseudopilosa","Ferreyra","430357","species","http://www.tropicos.org/Name/25901133","","Polygalaceae","1","1","tropicos","",true,297
"275","Morus insignis","1","312612","Morus insignis","1","species","","","","Bureau","Moraceae","Morus","Morus","1","insignis","insignis","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300266","","Y","Accepted","Morus insignis","Morus insignis","Bureau","312612","species","http://www.tropicos.org/Name/21300266","","Moraceae","1","1","tropicos","",true,298
"276","Myrcia neesiana","1","318995","Myrcia neesiana","1","species","","","","DC.","Myrtaceae","Myrcia","Myrcia","1","neesiana","neesiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/22101225","","Y","Accepted","Myrcia neesiana","Myrcia neesiana","DC.","318995","species","http://www.tropicos.org/Name/22101225","","Myrtaceae","1","1","tropicos","",true,299
"277","Myrcia splendens","1","319540","Myrcia splendens","1","species","","","","(Sw.) DC.","Myrtaceae","Myrcia","Myrcia","1","splendens","splendens","1","","","","","","","","","","","","http://www.tropicos.org/Name/22101779","","Y","Accepted","Myrcia splendens","Myrcia splendens","(Sw.) DC.","319540","species","http://www.tropicos.org/Name/22101779","","Myrtaceae","1","1","tropicos","",true,300
"278","Myrcia fallax","1","318875","Myrcia fallax","1","species","","","","(Rich.) DC.","Myrtaceae","Myrcia","Myrcia","1","fallax","fallax","1","","","","","","","","","","","","http://www.tropicos.org/Name/22101103","","Y","Accepted","Myrcia fallax","Myrcia fallax","(Rich.) DC.","318875","species","http://www.tropicos.org/Name/22101103","","Myrtaceae","1","1","tropicos","",true,301
"279","Myrcianthes hallii","1","319735","Myrcianthes hallii","1","species","","","","(O. Berg) McVaugh","Myrtaceae","Myrcianthes","Myrcianthes","1","hallii","hallii","1","","","","","","","","","","","","http://www.tropicos.org/Name/22101978","","Y","Accepted","Myrcianthes hallii","Myrcianthes hallii","(O. Berg) McVaugh","319735","species","http://www.tropicos.org/Name/22101978","","Myrtaceae","1","1","tropicos","",true,303
"280","Myrcianthes orthostemon","1","321079","Myrcianthes orthostemon","1","species","","","","(O. Berg) Grifo","Myrtaceae","Myrcianthes","Myrcianthes","1","orthostemon","orthostemon","1","","","","","","","","","","","","http://www.tropicos.org/Name/22103371","","Y","Accepted","Myrcianthes orthostemon","Myrcianthes orthostemon","(O. Berg) Grifo","321079","species","http://www.tropicos.org/Name/22103371","","Myrtaceae","1","1","tropicos","",true,304
"281","Myrcianthes rhopaloides","1","319762","Myrcianthes rhopaloides","1","species","","","","(Kunth) McVaugh","Myrtaceae","Myrcianthes","Myrcianthes","1","rhopaloides","rhopaloides","1","","","","","","","","","","","","http://www.tropicos.org/Name/22102005","","Y","Accepted","Myrcianthes rhopaloides","Myrcianthes rhopaloides","(Kunth) McVaugh","319762","species","http://www.tropicos.org/Name/22102005","","Myrtaceae","1","1","tropicos","",true,305
"282","Myriocarpa stipitata","1","525578","Myriocarpa stipitata","1","species","","","","Benth.","Urticaceae","Myriocarpa","Myriocarpa","1","stipitata","stipitata","1","","","","","","","","","","","","http://www.tropicos.org/Name/33400459","","Y","Accepted","Myriocarpa stipitata","Myriocarpa stipitata","Benth.","525578","species","http://www.tropicos.org/Name/33400459","","Urticaceae","1","1","tropicos","",true,306
"283","Myrsine andina","1","317050","Myrsine andina","1","species","","","","(Mez) Pipoly","Primulaceae","Myrsine","Myrsine","1","andina","andina","1","","","","","","","","","","","","http://www.tropicos.org/Name/22001590","","Y","Accepted","Myrsine andina","Myrsine andina","(Mez) Pipoly","317050","species","http://www.tropicos.org/Name/22001590","","Primulaceae","1","1","tropicos","",true,307
"284","Myrsine coriacea","1","316124","Myrsine coriacea","1","species","","","","(Sw.) R. Br. ex Roem. & Schult.","Primulaceae","Myrsine","Myrsine","1","coriacea","coriacea","1","","","","","","","","","","","","http://www.tropicos.org/Name/22000644","","Y","Accepted","Myrsine coriacea","Myrsine coriacea","(Sw.) R. Br. ex Roem. & Schult.","316124","species","http://www.tropicos.org/Name/22000644","","Primulaceae","1","1","tropicos","",true,308
"285","Naucleopsis capirensis","1","314417","Naucleopsis capirensis","1","species","","","","C.C. Berg","Moraceae","Naucleopsis","Naucleopsis","1","capirensis","capirensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/21302117","","Y","Accepted","Naucleopsis capirensis","Naucleopsis capirensis","C.C. Berg","314417","species","http://www.tropicos.org/Name/21302117","","Moraceae","1","1","tropicos","",true,312
"286","Naucleopsis chiguila","1","314352","Naucleopsis chiguila","1","species","","","","Benoist","Moraceae","Naucleopsis","Naucleopsis","1","chiguila","chiguila","1","","","","","","","","","","","","http://www.tropicos.org/Name/21302048","","Y","Accepted","Naucleopsis chiguila","Naucleopsis chiguila","Benoist","314352","species","http://www.tropicos.org/Name/21302048","","Moraceae","1","1","tropicos","",true,313
"287","Naucleopsis naga","1","313593","Naucleopsis naga","1","species","","","","Pittier","Moraceae","Naucleopsis","Naucleopsis","1","naga","naga","1","","","","","","","","","","","","http://www.tropicos.org/Name/21301274","","Y","Accepted","Naucleopsis naga","Naucleopsis naga","Pittier","313593","species","http://www.tropicos.org/Name/21301274","","Moraceae","1","1","tropicos","",true,314
"288","Nectandra acutifolia","1","278255","Nectandra acutifolia","1","species","","","","(Ruiz & Pav.) Mez","Lauraceae","Nectandra","Nectandra","1","acutifolia","acutifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800057","","Y","Accepted","Nectandra acutifolia","Nectandra acutifolia","(Ruiz & Pav.) Mez","278255","species","http://www.tropicos.org/Name/17800057","","Lauraceae","1","1","tropicos","",true,315
"289","Nectandra longifolia","1","279253","Nectandra longifolia","1","species","","","","(Ruiz & Pav.) Nees","Lauraceae","Nectandra","Nectandra","1","longifolia","longifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/17801079","","Y","Accepted","Nectandra longifolia","Nectandra longifolia","(Ruiz & Pav.) Nees","279253","species","http://www.tropicos.org/Name/17801079","","Lauraceae","1","1","tropicos","",true,316
"290","Nectandra membranacea","1","279260","Nectandra membranacea","1","species","","","","(Sw.) Griseb.","Lauraceae","Nectandra","Nectandra","1","membranacea","membranacea","1","","","","","","","","","","","","http://www.tropicos.org/Name/17801086","","Y","Accepted","Nectandra membranacea","Nectandra membranacea","(Sw.) Griseb.","279260","species","http://www.tropicos.org/Name/17801086","","Lauraceae","1","1","tropicos","",true,318
"291","Nectandra purpurea","1","278279","Nectandra purpurea","1","species","","","","(Ruiz & Pav.) Mez","Lauraceae","Nectandra","Nectandra","1","purpurea","purpurea","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800084","","Y","Accepted","Nectandra purpurea","Nectandra purpurea","(Ruiz & Pav.) Mez","278279","species","http://www.tropicos.org/Name/17800084","","Lauraceae","1","1","tropicos","",true,320
"292","Nectandra subbullata","1","284140","Nectandra subbullata","1","species","","","","Rohwer","Lauraceae","Nectandra","Nectandra","1","subbullata","subbullata","1","","","","","","","","","","","","http://www.tropicos.org/Name/17806191","","Y","Accepted","Nectandra subbullata","Nectandra subbullata","Rohwer","284140","species","http://www.tropicos.org/Name/17806191","","Lauraceae","1","1","tropicos","",true,321
"293","Nectandra obtusata","1","284005","Nectandra obtusata","1","species","","","","Rohwer","Lauraceae","Nectandra","Nectandra","1","obtusata","obtusata","1","","","","","","","","","","","","http://www.tropicos.org/Name/17806049","","Y","Accepted","Nectandra obtusata","Nectandra obtusata","Rohwer","284005","species","http://www.tropicos.org/Name/17806049","","Lauraceae","1","1","tropicos","",true,322
